time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-24 00:00:00+00:00,1,1,,
2024-09-28 00:00:00+00:00,3,2,,
2024-09-29 00:00:00+00:00,1,1,,
2024-09-30 00:00:00+00:00,1,1,,
2024-10-03 00:00:00+00:00,1,1,,
2024-10-06 00:00:00+00:00,1,1,1.0,1.0
2024-10-07 00:00:00+00:00,1,1,,
