time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-15 00:00:00+00:00,5,3,,
2024-08-17 00:00:00+00:00,1,1,1.0,1.0
2024-08-18 00:00:00+00:00,2,2,1.0,1.0
2024-08-20 00:00:00+00:00,2,2,,
2024-08-22 00:00:00+00:00,2,2,,
2024-08-24 00:00:00+00:00,3,2,,
2024-08-25 00:00:00+00:00,3,2,,
2024-08-27 00:00:00+00:00,2,2,,
2024-08-28 00:00:00+00:00,1,1,,
