url_path,views_total,views_unique
/Neosperience/backpack/actions/runs/6228964248,3,1
/Neosperience/backpack,2,1
/Neosperience/backpack/tree/github-repo-stats/Neosperience/backpack,2,1
/Neosperience/backpack/actions/runs/6228964248/job/16906653769,1,1
/Neosperience/backpack/actions/workflows/github-repo-stats.yml,1,1
/Neosperience/backpack/stargazers,1,1
/Neosperience/backpack/tree/github-repo-stats,1,1
