time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-14 00:00:00+00:00,1,1,14.0,3.0
2022-10-18 00:00:00+00:00,1,1,7.0,1.0
2022-10-22 00:00:00+00:00,2,2,,
2022-10-24 00:00:00+00:00,1,1,1.0,1.0
2022-10-25 00:00:00+00:00,10,6,32.0,1.0
2022-10-26 00:00:00+00:00,3,3,,
