time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-20 00:00:00+00:00,5,3,,
2024-09-21 00:00:00+00:00,3,2,,
2024-09-22 00:00:00+00:00,2,1,1.0,1.0
2024-09-23 00:00:00+00:00,1,1,,
2024-09-24 00:00:00+00:00,1,1,,
2024-09-28 00:00:00+00:00,3,2,,
2024-09-29 00:00:00+00:00,1,1,,
2024-09-30 00:00:00+00:00,1,1,,
2024-10-03 00:00:00+00:00,1,1,,
