time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-12 00:00:00+00:00,,,32.0,3.0
2022-10-13 00:00:00+00:00,30.0,11.0,15.0,2.0
2022-10-14 00:00:00+00:00,1.0,1.0,14.0,3.0
2022-10-18 00:00:00+00:00,1.0,1.0,7.0,1.0
2022-10-22 00:00:00+00:00,2.0,2.0,,
2022-10-24 00:00:00+00:00,1.0,1.0,1.0,1.0
